source,target,date,year,month,day,hour,minute,second
574,140,2004-05-04 07:10:51,2004,5,4,7,10,51
266,321,2004-05-04 07:10:53,2004,5,4,7,10,53
368,162,2004-05-04 07:10:54,2004,5,4,7,10,54
266,573,2004-05-04 07:11:12,2004,5,4,7,11,12
266,48,2004-05-04 07:11:26,2004,5,4,7,11,26
27,620,2004-05-04 07:11:28,2004,5,4,7,11,28
654,514,2004-05-04 07:11:32,2004,5,4,7,11,32
27,414,2004-05-04 07:11:43,2004,5,4,7,11,43
266,542,2004-05-04 07:12:21,2004,5,4,7,12,21
475,214,2004-05-04 07:12:45,2004,5,4,7,12,45
649,289,2004-05-04 07:13:00,2004,5,4,7,13,0
38,475,2004-05-04 07:13:05,2004,5,4,7,13,5
214,475,2004-05-04 07:13:12,2004,5,4,7,13,12
266,596,2004-05-04 07:14:04,2004,5,4,7,14,4
266,482,2004-05-04 07:14:37,2004,5,4,7,14,37
475,214,2004-05-04 07:14:44,2004,5,4,7,14,44
38,475,2004-05-04 07:15:12,2004,5,4,7,15,12
214,475,2004-05-04 07:15:26,2004,5,4,7,15,26
266,72,2004-05-04 07:15:32,2004,5,4,7,15,32
266,214,2004-05-04 07:15:44,2004,5,4,7,15,44
103,299,2004-05-04 07:16:00,2004,5,4,7,16,0
266,557,2004-05-04 07:16:13,2004,5,4,7,16,13
372,652,2004-05-04 07:16:14,2004,5,4,7,16,14
266,649,2004-05-04 07:16:26,2004,5,4,7,16,26
131,638,2004-05-04 07:16:37,2004,5,4,7,16,37
266,299,2004-05-04 07:17:18,2004,5,4,7,17,18
266,502,2004-05-04 07:17:33,2004,5,4,7,17,33
266,242,2004-05-04 07:17:46,2004,5,4,7,17,46
475,214,2004-05-04 07:17:53,2004,5,4,7,17,53
38,475,2004-05-04 07:17:55,2004,5,4,7,17,55
266,103,2004-05-04 07:18:13,2004,5,4,7,18,13
38,475,2004-05-04 07:18:17,2004,5,4,7,18,17
654,514,2004-05-04 07:18:20,2004,5,4,7,18,20
266,627,2004-05-04 07:18:44,2004,5,4,7,18,44
266,325,2004-05-04 07:19:42,2004,5,4,7,19,42
266,590,2004-05-04 07:19:57,2004,5,4,7,19,57
214,475,2004-05-04 07:19:57,2004,5,4,7,19,57
266,554,2004-05-04 07:20:09,2004,5,4,7,20,9
212,289,2004-05-04 07:20:20,2004,5,4,7,20,20
38,475,2004-05-04 07:20:45,2004,5,4,7,20,45
636,371,2004-05-04 07:20:56,2004,5,4,7,20,56
266,228,2004-05-04 07:21:13,2004,5,4,7,21,13
648,649,2004-05-04 07:21:23,2004,5,4,7,21,23
266,172,2004-05-04 07:21:27,2004,5,4,7,21,27
289,649,2004-05-04 07:21:37,2004,5,4,7,21,37
266,583,2004-05-04 07:21:40,2004,5,4,7,21,40
212,289,2004-05-04 07:21:48,2004,5,4,7,21,48
38,475,2004-05-04 07:21:49,2004,5,4,7,21,49
266,522,2004-05-04 07:21:51,2004,5,4,7,21,51
636,626,2004-05-04 07:22:23,2004,5,4,7,22,23
654,228,2004-05-04 07:22:35,2004,5,4,7,22,35
649,289,2004-05-04 07:22:36,2004,5,4,7,22,36
1,477,2004-05-04 07:22:46,2004,5,4,7,22,46
266,72,2004-05-04 07:22:49,2004,5,4,7,22,49
38,475,2004-05-04 07:23:26,2004,5,4,7,23,26
3,618,2004-05-04 07:23:31,2004,5,4,7,23,31
214,101,2004-05-04 07:24:15,2004,5,4,7,24,15
99,626,2004-05-04 07:24:34,2004,5,4,7,24,34
372,103,2004-05-04 07:25:09,2004,5,4,7,25,9
648,649,2004-05-04 07:25:20,2004,5,4,7,25,20
38,475,2004-05-04 07:25:23,2004,5,4,7,25,23
372,652,2004-05-04 07:25:33,2004,5,4,7,25,33
228,626,2004-05-04 07:26:08,2004,5,4,7,26,8
638,482,2004-05-04 07:26:09,2004,5,4,7,26,9
323,367,2004-05-04 07:26:15,2004,5,4,7,26,15
574,652,2004-05-04 07:26:55,2004,5,4,7,26,55
266,72,2004-05-04 07:27:01,2004,5,4,7,27,1
323,636,2004-05-04 07:27:01,2004,5,4,7,27,1
638,482,2004-05-04 07:27:20,2004,5,4,7,27,20
569,372,2004-05-04 07:27:35,2004,5,4,7,27,35
555,463,2004-05-04 07:27:45,2004,5,4,7,27,45
475,214,2004-05-04 07:27:59,2004,5,4,7,27,59
596,62,2004-05-04 07:28:00,2004,5,4,7,28,0
38,626,2004-05-04 07:28:04,2004,5,4,7,28,4
372,103,2004-05-04 07:28:33,2004,5,4,7,28,33
638,482,2004-05-04 07:29:47,2004,5,4,7,29,47
574,652,2004-05-04 07:29:57,2004,5,4,7,29,57
555,62,2004-05-04 07:30:47,2004,5,4,7,30,47
38,475,2004-05-04 07:31:11,2004,5,4,7,31,11
289,649,2004-05-04 07:31:30,2004,5,4,7,31,30
127,475,2004-05-04 07:31:30,2004,5,4,7,31,30
596,62,2004-05-04 07:31:36,2004,5,4,7,31,36
212,576,2004-05-04 07:32:24,2004,5,4,7,32,24
654,481,2004-05-04 07:32:26,2004,5,4,7,32,26
212,576,2004-05-04 07:32:30,2004,5,4,7,32,30
38,475,2004-05-04 07:32:31,2004,5,4,7,32,31
212,576,2004-05-04 07:32:39,2004,5,4,7,32,39
638,482,2004-05-04 07:33:00,2004,5,4,7,33,0
612,502,2004-05-04 07:33:01,2004,5,4,7,33,1
372,103,2004-05-04 07:33:22,2004,5,4,7,33,22
475,127,2004-05-04 07:33:55,2004,5,4,7,33,55
342,194,2004-05-04 07:34:04,2004,5,4,7,34,4
649,289,2004-05-04 07:35:16,2004,5,4,7,35,16
619,475,2004-05-04 07:35:55,2004,5,4,7,35,55
648,513,2004-05-04 07:37:12,2004,5,4,7,37,12
372,103,2004-05-04 07:37:15,2004,5,4,7,37,15
574,652,2004-05-04 07:37:27,2004,5,4,7,37,27
38,475,2004-05-04 07:37:48,2004,5,4,7,37,48
277,649,2004-05-04 07:38:08,2004,5,4,7,38,8
38,475,2004-05-04 07:38:26,2004,5,4,7,38,26
638,482,2004-05-04 07:38:33,2004,5,4,7,38,33
652,72,2004-05-04 07:38:40,2004,5,4,7,38,40
277,74,2004-05-04 07:38:57,2004,5,4,7,38,57
654,254,2004-05-04 07:39:16,2004,5,4,7,39,16
103,63,2004-05-04 07:39:17,2004,5,4,7,39,17
652,574,2004-05-04 07:39:45,2004,5,4,7,39,45
38,475,2004-05-04 07:39:48,2004,5,4,7,39,48
557,302,2004-05-04 07:39:51,2004,5,4,7,39,51
323,68,2004-05-04 07:39:52,2004,5,4,7,39,52
228,593,2004-05-04 07:40:24,2004,5,4,7,40,24
619,194,2004-05-04 07:40:32,2004,5,4,7,40,32
72,652,2004-05-04 07:40:37,2004,5,4,7,40,37
38,475,2004-05-04 07:40:59,2004,5,4,7,40,59
281,323,2004-05-04 07:41:08,2004,5,4,7,41,8
574,652,2004-05-04 07:41:26,2004,5,4,7,41,26
285,422,2004-05-04 07:41:34,2004,5,4,7,41,34
638,482,2004-05-04 07:42:11,2004,5,4,7,42,11
281,323,2004-05-04 07:42:33,2004,5,4,7,42,33
38,475,2004-05-04 07:42:43,2004,5,4,7,42,43
652,72,2004-05-04 07:42:47,2004,5,4,7,42,47
38,475,2004-05-04 07:43:26,2004,5,4,7,43,26
652,574,2004-05-04 07:43:40,2004,5,4,7,43,40
38,475,2004-05-04 07:44:13,2004,5,4,7,44,13
254,343,2004-05-04 07:44:25,2004,5,4,7,44,25
574,652,2004-05-04 07:45:06,2004,5,4,7,45,6
372,437,2004-05-04 07:45:11,2004,5,4,7,45,11
38,475,2004-05-04 07:45:16,2004,5,4,7,45,16
38,475,2004-05-04 07:45:49,2004,5,4,7,45,49
596,644,2004-05-04 07:45:53,2004,5,4,7,45,53
652,574,2004-05-04 07:46:09,2004,5,4,7,46,9
574,652,2004-05-04 07:46:24,2004,5,4,7,46,24
567,595,2004-05-04 07:46:36,2004,5,4,7,46,36
638,482,2004-05-04 07:46:41,2004,5,4,7,46,41
648,368,2004-05-04 07:47:27,2004,5,4,7,47,27
72,652,2004-05-04 07:48:34,2004,5,4,7,48,34
654,254,2004-05-04 07:48:43,2004,5,4,7,48,43
38,475,2004-05-04 07:48:46,2004,5,4,7,48,46
638,48,2004-05-04 07:49:14,2004,5,4,7,49,14
638,482,2004-05-04 07:49:25,2004,5,4,7,49,25
495,372,2004-05-04 07:49:27,2004,5,4,7,49,27
38,475,2004-05-04 07:50:05,2004,5,4,7,50,5
228,392,2004-05-04 07:50:13,2004,5,4,7,50,13
638,48,2004-05-04 07:50:14,2004,5,4,7,50,14
652,72,2004-05-04 07:50:18,2004,5,4,7,50,18
38,475,2004-05-04 07:50:26,2004,5,4,7,50,26
495,498,2004-05-04 07:50:27,2004,5,4,7,50,27
456,194,2004-05-04 07:50:30,2004,5,4,7,50,30
254,495,2004-05-04 07:50:37,2004,5,4,7,50,37
655,656,2004-05-04 07:50:53,2004,5,4,7,50,53
648,349,2004-05-04 07:50:53,2004,5,4,7,50,53
655,656,2004-05-04 07:50:59,2004,5,4,7,50,59
323,281,2004-05-04 07:51:02,2004,5,4,7,51,2
638,48,2004-05-04 07:51:13,2004,5,4,7,51,13
655,657,2004-05-04 07:51:19,2004,5,4,7,51,19
259,638,2004-05-04 07:51:25,2004,5,4,7,51,25
474,32,2004-05-04 07:51:47,2004,5,4,7,51,47
456,194,2004-05-04 07:52:11,2004,5,4,7,52,11
266,658,2004-05-04 07:52:25,2004,5,4,7,52,25
655,636,2004-05-04 07:52:40,2004,5,4,7,52,40
659,660,2004-05-04 07:52:51,2004,5,4,7,52,51
266,661,2004-05-04 07:53:03,2004,5,4,7,53,3
659,660,2004-05-04 07:53:09,2004,5,4,7,53,9
655,662,2004-05-04 07:53:10,2004,5,4,7,53,10
495,254,2004-05-04 07:53:19,2004,5,4,7,53,19
323,68,2004-05-04 07:53:23,2004,5,4,7,53,23
266,663,2004-05-04 07:53:23,2004,5,4,7,53,23
655,664,2004-05-04 07:53:30,2004,5,4,7,53,30
254,626,2004-05-04 07:53:36,2004,5,4,7,53,36
655,665,2004-05-04 07:53:40,2004,5,4,7,53,40
266,666,2004-05-04 07:53:48,2004,5,4,7,53,48
655,645,2004-05-04 07:54:01,2004,5,4,7,54,1
626,228,2004-05-04 07:54:08,2004,5,4,7,54,8
72,652,2004-05-04 07:54:09,2004,5,4,7,54,9
655,632,2004-05-04 07:54:13,2004,5,4,7,54,13
667,658,2004-05-04 07:54:15,2004,5,4,7,54,15
281,323,2004-05-04 07:54:25,2004,5,4,7,54,25
654,254,2004-05-04 07:54:35,2004,5,4,7,54,35
655,627,2004-05-04 07:54:39,2004,5,4,7,54,39
38,475,2004-05-04 07:54:43,2004,5,4,7,54,43
655,626,2004-05-04 07:54:47,2004,5,4,7,54,47
655,640,2004-05-04 07:54:55,2004,5,4,7,54,55
655,668,2004-05-04 07:55:02,2004,5,4,7,55,2
655,669,2004-05-04 07:55:10,2004,5,4,7,55,10
266,642,2004-05-04 07:55:13,2004,5,4,7,55,13
655,630,2004-05-04 07:55:17,2004,5,4,7,55,17
655,633,2004-05-04 07:55:22,2004,5,4,7,55,22
38,475,2004-05-04 07:55:32,2004,5,4,7,55,32
418,642,2004-05-04 07:55:33,2004,5,4,7,55,33
266,637,2004-05-04 07:55:41,2004,5,4,7,55,41
655,670,2004-05-04 07:55:56,2004,5,4,7,55,56
648,368,2004-05-04 07:55:58,2004,5,4,7,55,58
655,671,2004-05-04 07:56:01,2004,5,4,7,56,1
38,475,2004-05-04 07:56:09,2004,5,4,7,56,9
514,405,2004-05-04 07:56:11,2004,5,4,7,56,11
655,672,2004-05-04 07:56:14,2004,5,4,7,56,14
131,527,2004-05-04 07:56:41,2004,5,4,7,56,41
626,99,2004-05-04 07:56:47,2004,5,4,7,56,47
254,495,2004-05-04 07:56:49,2004,5,4,7,56,49
619,596,2004-05-04 07:56:52,2004,5,4,7,56,52
67,598,2004-05-04 07:57:20,2004,5,4,7,57,20
654,652,2004-05-04 07:57:30,2004,5,4,7,57,30
323,281,2004-05-04 07:57:37,2004,5,4,7,57,37
38,475,2004-05-04 07:57:49,2004,5,4,7,57,49
371,636,2004-05-04 07:58:03,2004,5,4,7,58,3
38,475,2004-05-04 07:58:10,2004,5,4,7,58,10
652,72,2004-05-04 07:58:13,2004,5,4,7,58,13
323,68,2004-05-04 07:58:40,2004,5,4,7,58,40
323,68,2004-05-04 07:58:44,2004,5,4,7,58,44
9,569,2004-05-04 07:58:48,2004,5,4,7,58,48
619,596,2004-05-04 07:58:51,2004,5,4,7,58,51
38,475,2004-05-04 07:59:20,2004,5,4,7,59,20
617,272,2004-05-04 07:59:46,2004,5,4,7,59,46
6,278,2004-05-04 07:59:51,2004,5,4,7,59,51
514,517,2004-05-04 07:59:56,2004,5,4,7,59,56
372,495,2004-05-04 08:00:44,2004,5,4,8,0,44
673,254,2004-05-04 08:00:44,2004,5,4,8,0,44
654,652,2004-05-04 08:01:36,2004,5,4,8,1,36
372,673,2004-05-04 08:01:40,2004,5,4,8,1,40
38,475,2004-05-04 08:02:18,2004,5,4,8,2,18
176,475,2004-05-04 08:02:33,2004,5,4,8,2,33
619,661,2004-05-04 08:02:35,2004,5,4,8,2,35
323,68,2004-05-04 08:02:44,2004,5,4,8,2,44
281,323,2004-05-04 08:03:06,2004,5,4,8,3,6
605,272,2004-05-04 08:03:08,2004,5,4,8,3,8
617,74,2004-05-04 08:03:24,2004,5,4,8,3,24
254,673,2004-05-04 08:03:30,2004,5,4,8,3,30
652,654,2004-05-04 08:03:31,2004,5,4,8,3,31
349,655,2004-05-04 08:03:40,2004,5,4,8,3,40
673,372,2004-05-04 08:03:58,2004,5,4,8,3,58
349,655,2004-05-04 08:04:02,2004,5,4,8,4,2
72,652,2004-05-04 08:04:16,2004,5,4,8,4,16
323,281,2004-05-04 08:04:27,2004,5,4,8,4,27
654,652,2004-05-04 08:04:45,2004,5,4,8,4,45
673,254,2004-05-04 08:04:53,2004,5,4,8,4,53
323,68,2004-05-04 08:04:56,2004,5,4,8,4,56
431,323,2004-05-04 08:05:27,2004,5,4,8,5,27
259,256,2004-05-04 08:06:50,2004,5,4,8,6,50
176,515,2004-05-04 08:06:55,2004,5,4,8,6,55
652,654,2004-05-04 08:07:26,2004,5,4,8,7,26
12,101,2004-05-04 08:07:41,2004,5,4,8,7,41
254,673,2004-05-04 08:07:48,2004,5,4,8,7,48
281,323,2004-05-04 08:08:09,2004,5,4,8,8,9
12,527,2004-05-04 08:08:13,2004,5,4,8,8,13
99,626,2004-05-04 08:08:14,2004,5,4,8,8,14
652,72,2004-05-04 08:08:18,2004,5,4,8,8,18
615,616,2004-05-04 08:08:21,2004,5,4,8,8,21
605,266,2004-05-04 08:08:29,2004,5,4,8,8,29
654,652,2004-05-04 08:08:46,2004,5,4,8,8,46
252,463,2004-05-04 08:09:06,2004,5,4,8,9,6
12,175,2004-05-04 08:09:37,2004,5,4,8,9,37
323,68,2004-05-04 08:09:42,2004,5,4,8,9,42
422,285,2004-05-04 08:09:43,2004,5,4,8,9,43
259,343,2004-05-04 08:09:48,2004,5,4,8,9,48
655,349,2004-05-04 08:09:55,2004,5,4,8,9,55
254,344,2004-05-04 08:09:56,2004,5,4,8,9,56
652,654,2004-05-04 08:10:00,2004,5,4,8,10,0
6,603,2004-05-04 08:10:18,2004,5,4,8,10,18
673,254,2004-05-04 08:10:52,2004,5,4,8,10,52
323,281,2004-05-04 08:11:02,2004,5,4,8,11,2
636,371,2004-05-04 08:11:11,2004,5,4,8,11,11
73,343,2004-05-04 08:11:34,2004,5,4,8,11,34
654,652,2004-05-04 08:11:41,2004,5,4,8,11,41
615,666,2004-05-04 08:11:48,2004,5,4,8,11,48
393,62,2004-05-04 08:11:57,2004,5,4,8,11,57
145,479,2004-05-04 08:12:13,2004,5,4,8,12,13
626,99,2004-05-04 08:12:13,2004,5,4,8,12,13
431,323,2004-05-04 08:12:39,2004,5,4,8,12,39
605,103,2004-05-04 08:12:50,2004,5,4,8,12,50
103,673,2004-05-04 08:12:55,2004,5,4,8,12,55
259,48,2004-05-04 08:13:02,2004,5,4,8,13,2
323,281,2004-05-04 08:13:15,2004,5,4,8,13,15
371,636,2004-05-04 08:13:21,2004,5,4,8,13,21
654,456,2004-05-04 08:13:30,2004,5,4,8,13,30
6,73,2004-05-04 08:13:40,2004,5,4,8,13,40
297,422,2004-05-04 08:13:44,2004,5,4,8,13,44
605,266,2004-05-04 08:13:50,2004,5,4,8,13,50
281,323,2004-05-04 08:14:15,2004,5,4,8,14,15
456,654,2004-05-04 08:14:26,2004,5,4,8,14,26
652,654,2004-05-04 08:15:03,2004,5,4,8,15,3
673,103,2004-05-04 08:15:32,2004,5,4,8,15,32
394,422,2004-05-04 08:15:49,2004,5,4,8,15,49
652,654,2004-05-04 08:16:11,2004,5,4,8,16,11
605,103,2004-05-04 08:16:24,2004,5,4,8,16,24
323,281,2004-05-04 08:16:48,2004,5,4,8,16,48
297,422,2004-05-04 08:17:47,2004,5,4,8,17,47
254,673,2004-05-04 08:17:48,2004,5,4,8,17,48
654,652,2004-05-04 08:17:50,2004,5,4,8,17,50
654,456,2004-05-04 08:18:23,2004,5,4,8,18,23
73,6,2004-05-04 08:18:35,2004,5,4,8,18,35
62,393,2004-05-04 08:18:50,2004,5,4,8,18,50
638,482,2004-05-04 08:18:52,2004,5,4,8,18,52
652,654,2004-05-04 08:18:53,2004,5,4,8,18,53
259,242,2004-05-04 08:19:21,2004,5,4,8,19,21
638,48,2004-05-04 08:19:38,2004,5,4,8,19,38
599,511,2004-05-04 08:19:51,2004,5,4,8,19,51
456,654,2004-05-04 08:20:14,2004,5,4,8,20,14
673,254,2004-05-04 08:20:15,2004,5,4,8,20,15
259,299,2004-05-04 08:20:19,2004,5,4,8,20,19
103,673,2004-05-04 08:20:20,2004,5,4,8,20,20
654,99,2004-05-04 08:20:21,2004,5,4,8,20,21
12,658,2004-05-04 08:20:42,2004,5,4,8,20,42
281,323,2004-05-04 08:20:50,2004,5,4,8,20,50
254,673,2004-05-04 08:21:18,2004,5,4,8,21,18
654,456,2004-05-04 08:21:20,2004,5,4,8,21,20
673,103,2004-05-04 08:21:21,2004,5,4,8,21,21
605,289,2004-05-04 08:21:47,2004,5,4,8,21,47
12,658,2004-05-04 08:22:07,2004,5,4,8,22,7
652,654,2004-05-04 08:22:24,2004,5,4,8,22,24
673,254,2004-05-04 08:22:26,2004,5,4,8,22,26
103,673,2004-05-04 08:23:01,2004,5,4,8,23,1
422,394,2004-05-04 08:23:07,2004,5,4,8,23,7
277,496,2004-05-04 08:23:09,2004,5,4,8,23,9
654,652,2004-05-04 08:23:12,2004,5,4,8,23,12
605,103,2004-05-04 08:23:31,2004,5,4,8,23,31
323,281,2004-05-04 08:23:33,2004,5,4,8,23,33
254,673,2004-05-04 08:23:37,2004,5,4,8,23,37
605,289,2004-05-04 08:24:11,2004,5,4,8,24,11
515,194,2004-05-04 08:24:17,2004,5,4,8,24,17
654,456,2004-05-04 08:24:30,2004,5,4,8,24,30
674,302,2004-05-04 08:24:40,2004,5,4,8,24,40
496,475,2004-05-04 08:24:56,2004,5,4,8,24,56
673,103,2004-05-04 08:25:01,2004,5,4,8,25,1
673,254,2004-05-04 08:25:16,2004,5,4,8,25,16
297,422,2004-05-04 08:25:29,2004,5,4,8,25,29
41,658,2004-05-04 08:25:42,2004,5,4,8,25,42
176,475,2004-05-04 08:25:51,2004,5,4,8,25,51
652,654,2004-05-04 08:25:56,2004,5,4,8,25,56
349,655,2004-05-04 08:26:19,2004,5,4,8,26,19
12,658,2004-05-04 08:26:43,2004,5,4,8,26,43
41,598,2004-05-04 08:26:50,2004,5,4,8,26,50
277,496,2004-05-04 08:26:55,2004,5,4,8,26,55
199,536,2004-05-04 08:27:06,2004,5,4,8,27,6
605,103,2004-05-04 08:27:08,2004,5,4,8,27,8
281,323,2004-05-04 08:27:40,2004,5,4,8,27,40
551,456,2004-05-04 08:27:42,2004,5,4,8,27,42
103,673,2004-05-04 08:27:47,2004,5,4,8,27,47
605,289,2004-05-04 08:28:06,2004,5,4,8,28,6
6,73,2004-05-04 08:28:13,2004,5,4,8,28,13
482,194,2004-05-04 08:28:17,2004,5,4,8,28,17
654,652,2004-05-04 08:28:17,2004,5,4,8,28,17
41,658,2004-05-04 08:28:21,2004,5,4,8,28,21
6,73,2004-05-04 08:28:28,2004,5,4,8,28,28
254,598,2004-05-04 08:28:58,2004,5,4,8,28,58
12,658,2004-05-04 08:29:03,2004,5,4,8,29,3
481,6,2004-05-04 08:29:04,2004,5,4,8,29,4
673,289,2004-05-04 08:29:23,2004,5,4,8,29,23
277,496,2004-05-04 08:29:45,2004,5,4,8,29,45
496,437,2004-05-04 08:29:46,2004,5,4,8,29,46
372,673,2004-05-04 08:29:52,2004,5,4,8,29,52
673,103,2004-05-04 08:30:00,2004,5,4,8,30,0
323,281,2004-05-04 08:30:09,2004,5,4,8,30,9
12,8,2004-05-04 08:30:17,2004,5,4,8,30,17
289,673,2004-05-04 08:30:22,2004,5,4,8,30,22
673,372,2004-05-04 08:30:46,2004,5,4,8,30,46
297,422,2004-05-04 08:31:01,2004,5,4,8,31,1
103,673,2004-05-04 08:31:17,2004,5,4,8,31,17
277,299,2004-05-04 08:31:30,2004,5,4,8,31,30
74,73,2004-05-04 08:31:33,2004,5,4,8,31,33
617,456,2004-05-04 08:31:40,2004,5,4,8,31,40
605,289,2004-05-04 08:31:43,2004,5,4,8,31,43
673,289,2004-05-04 08:31:52,2004,5,4,8,31,52
456,654,2004-05-04 08:32:00,2004,5,4,8,32,0
673,103,2004-05-04 08:32:07,2004,5,4,8,32,7
73,6,2004-05-04 08:32:13,2004,5,4,8,32,13
6,481,2004-05-04 08:32:22,2004,5,4,8,32,22
73,74,2004-05-04 08:32:24,2004,5,4,8,32,24
388,596,2004-05-04 08:32:33,2004,5,4,8,32,33
6,73,2004-05-04 08:32:40,2004,5,4,8,32,40
211,194,2004-05-04 08:34:14,2004,5,4,8,34,14
652,654,2004-05-04 08:34:14,2004,5,4,8,34,14
277,496,2004-05-04 08:34:22,2004,5,4,8,34,22
211,194,2004-05-04 08:34:30,2004,5,4,8,34,30
617,516,2004-05-04 08:34:35,2004,5,4,8,34,35
654,456,2004-05-04 08:34:43,2004,5,4,8,34,43
12,658,2004-05-04 08:35:12,2004,5,4,8,35,12
289,673,2004-05-04 08:35:54,2004,5,4,8,35,54
53,456,2004-05-04 08:36:08,2004,5,4,8,36,8
555,62,2004-05-04 08:36:08,2004,5,4,8,36,8
51,314,2004-05-04 08:36:23,2004,5,4,8,36,23
194,482,2004-05-04 08:36:30,2004,5,4,8,36,30
605,103,2004-05-04 08:36:32,2004,5,4,8,36,32
481,6,2004-05-04 08:37:28,2004,5,4,8,37,28
280,321,2004-05-04 08:37:56,2004,5,4,8,37,56
654,652,2004-05-04 08:40:34,2004,5,4,8,40,34
640,638,2004-05-04 08:43:07,2004,5,4,8,43,7
555,147,2004-05-04 08:45:10,2004,5,4,8,45,10
372,673,2004-05-04 08:50:50,2004,5,4,8,50,50
372,673,2004-05-04 08:51:56,2004,5,4,8,51,56
103,673,2004-05-04 08:51:58,2004,5,4,8,51,58
254,299,2004-05-04 08:53:15,2004,5,4,8,53,15
103,675,2004-05-04 08:53:27,2004,5,4,8,53,27
317,368,2004-05-04 08:53:36,2004,5,4,8,53,36
555,62,2004-05-04 08:53:46,2004,5,4,8,53,46
422,194,2004-05-04 08:53:53,2004,5,4,8,53,53
642,263,2004-05-04 08:53:59,2004,5,4,8,53,59
321,280,2004-05-04 08:54:27,2004,5,4,8,54,27
642,418,2004-05-04 08:54:50,2004,5,4,8,54,50
479,314,2004-05-04 08:54:52,2004,5,4,8,54,52
321,675,2004-05-04 08:54:53,2004,5,4,8,54,53
317,6,2004-05-04 08:55:15,2004,5,4,8,55,15
605,103,2004-05-04 08:55:16,2004,5,4,8,55,16
496,658,2004-05-04 08:55:20,2004,5,4,8,55,20
277,673,2004-05-04 08:55:26,2004,5,4,8,55,26
277,514,2004-05-04 08:55:46,2004,5,4,8,55,46
252,6,2004-05-04 08:56:03,2004,5,4,8,56,3
277,496,2004-05-04 08:56:28,2004,5,4,8,56,28
555,676,2004-05-04 08:56:29,2004,5,4,8,56,29
12,8,2004-05-04 08:56:35,2004,5,4,8,56,35
673,103,2004-05-04 08:56:52,2004,5,4,8,56,52
277,673,2004-05-04 08:56:54,2004,5,4,8,56,54
631,463,2004-05-04 08:57:23,2004,5,4,8,57,23
555,676,2004-05-04 08:57:48,2004,5,4,8,57,48
555,676,2004-05-04 08:57:54,2004,5,4,8,57,54
658,496,2004-05-04 08:58:04,2004,5,4,8,58,4
277,673,2004-05-04 08:58:19,2004,5,4,8,58,19
673,289,2004-05-04 08:58:22,2004,5,4,8,58,22
317,308,2004-05-04 08:58:49,2004,5,4,8,58,49
73,6,2004-05-04 08:58:53,2004,5,4,8,58,53
605,103,2004-05-04 08:59:45,2004,5,4,8,59,45
496,658,2004-05-04 08:59:55,2004,5,4,8,59,55
617,340,2004-05-04 09:00:46,2004,5,4,9,0,46
605,74,2004-05-04 09:00:47,2004,5,4,9,0,47
638,640,2004-05-04 09:01:11,2004,5,4,9,1,11
277,673,2004-05-04 09:01:32,2004,5,4,9,1,32
605,103,2004-05-04 09:01:46,2004,5,4,9,1,46
424,495,2004-05-04 09:02:06,2004,5,4,9,2,6
297,422,2004-05-04 09:02:42,2004,5,4,9,2,42
525,211,2004-05-04 09:02:48,2004,5,4,9,2,48
638,640,2004-05-04 09:03:38,2004,5,4,9,3,38
525,51,2004-05-04 09:03:42,2004,5,4,9,3,42
638,640,2004-05-04 09:04:00,2004,5,4,9,4,0
525,103,2004-05-04 09:04:07,2004,5,4,9,4,7
323,68,2004-05-04 09:04:43,2004,5,4,9,4,43
242,259,2004-05-04 09:04:52,2004,5,4,9,4,52
652,654,2004-05-04 09:04:58,2004,5,4,9,4,58
638,48,2004-05-04 09:05:28,2004,5,4,9,5,28
605,74,2004-05-04 09:05:51,2004,5,4,9,5,51
617,254,2004-05-04 09:05:53,2004,5,4,9,5,53
317,6,2004-05-04 09:05:59,2004,5,4,9,5,59
482,194,2004-05-04 09:06:03,2004,5,4,9,6,3
323,68,2004-05-04 09:06:38,2004,5,4,9,6,38
248,603,2004-05-04 09:07:00,2004,5,4,9,7,0
51,525,2004-05-04 09:07:16,2004,5,4,9,7,16
9,8,2004-05-04 09:08:03,2004,5,4,9,8,3
297,422,2004-05-04 09:08:06,2004,5,4,9,8,6
496,523,2004-05-04 09:08:08,2004,5,4,9,8,8
525,51,2004-05-04 09:08:09,2004,5,4,9,8,9
355,316,2004-05-04 09:08:11,2004,5,4,9,8,11
6,252,2004-05-04 09:08:33,2004,5,4,9,8,33
69,6,2004-05-04 09:08:33,2004,5,4,9,8,33
69,119,2004-05-04 09:08:52,2004,5,4,9,8,52
605,74,2004-05-04 09:08:57,2004,5,4,9,8,57
9,640,2004-05-04 09:09:03,2004,5,4,9,9,3
9,636,2004-05-04 09:09:11,2004,5,4,9,9,11
667,658,2004-05-04 09:10:08,2004,5,4,9,10,8
355,316,2004-05-04 09:10:13,2004,5,4,9,10,13
617,677,2004-05-04 09:10:20,2004,5,4,9,10,20
69,6,2004-05-04 09:10:23,2004,5,4,9,10,23
51,525,2004-05-04 09:10:37,2004,5,4,9,10,37
396,481,2004-05-04 09:10:37,2004,5,4,9,10,37
317,6,2004-05-04 09:10:37,2004,5,4,9,10,37
9,640,2004-05-04 09:10:39,2004,5,4,9,10,39
642,325,2004-05-04 09:10:47,2004,5,4,9,10,47
99,654,2004-05-04 09:11:03,2004,5,4,9,11,3
99,626,2004-05-04 09:11:15,2004,5,4,9,11,15
323,68,2004-05-04 09:11:20,2004,5,4,9,11,20
